INSTITUTO BRASILEIRO DE GEOGRAFIA E ESTATÍSTICA
RESOLUÇÃO Nº 05 , DE 10 DE OUTUBRO DE 2002
São José de Caiana 2514305 176,326
São José de Espinharas 2514404 725,654
São José de Piranhas 2514503 677,292
São José de Princesa 2514552 158,021
São José do Bonfim 2514602 152,135
São José do Brejo do Cruz 2514651 253,017
São José do Sabugi 2514701 206,914
São José dos Cordeiros 2514800 417,744
São José dos Ramos 2514453 98,229
São Mamede 2514909 530,724
São Miguel de Taipu 2515005 92,524
São Sebastião de Lagoa de Roça 2515104 49,882
São Sebastião do Umbuzeiro 2515203 460,569
Sapé 2515302 316,330
Seridó 2515401 276,460
Serra Branca 2515500 737,743
Serra da Raiz 2515609 28,984
Serra Grande 2515708 83,473
Serra Redonda 2515807 55,906
Serraria 2515906 75,397
Sertãozinho 2515930 32,798
Sobrado 2515971 63,093
Solânea 2516003 265,921
Soledade 2516102 560,062
Sossêgo 2516151 154,795
Sousa 2516201 842,487
Sumé 2516300 838,058
Taperoá 2516508 639,959
Tavares 2516607 228,599
Teixeira 2516706 114,437
Tenório 2516755 105,270
Triunfo 2516805 222,947
Uiraúna 2516904 294,495
Umbuzeiro 2517001 180,872
Várzea 2517100 190,444
Vieirópolis 2517209 146,778
Vista Serrana 2505501 61,361
Zabelê 2517407 109,394
