INSTITUTO BRASILEIRO DE GEOGRAFIA E ESTATÍSTICA
RESOLUÇÃO Nº 05 , DE 10 DE OUTUBRO DE 2002
Perolândia 5216452 1.029,622
Petrolina de Goiás 5216809 540,451
Área Territorial:
UF – Goiás – GO - 52
MUNICÍPIO CODMUNIC ÁREA (km²)
Pilar de Goiás 5216908 906,648
Piracanjuba 5217104 2.405,114
Piranhas 5217203 2.047,760
Pirenópolis 5217302 2.227,793
Pires do Rio 5217401 1.073,369
Planaltina 5217609 2.539,113
Pontalina 5217708 1.428,194
Porangatu 5218003 4.820,485
Porteirão 5218052 603,917
Portelândia 5218102 550,646
Posse 5218300 1.949,632
Professor Jamil 5218391 347,464
Quirinópolis 5218508 3.780,173
Rialma 5218607 268,958
Rianápolis 5218706 159,345
Rio Quente 5218789 256,739
Rio Verde 5218805 8.388,295
Rubiataba 5218904 748,273
Sanclerlândia 5219001 496,824
Santa Bárbara de Goiás 5219100 139,598
Santa Cruz de Goiás 5219209 1.108,920
Santa Fé de Goiás 5219258 1.160,800
Santa Helena de Goiás 5219308 1.127,855
Santa Isabel 5219357 806,814
Santa Rita do Araguaia 5219407 1.361,764
Santa Rita do Novo Destino 5219456 956,037
Santa Rosa de Goiás 5219506 170,970
Santa Tereza de Goiás 5219605 794,553
Santa Terezinha de Goiás 5219704 1.202,195
Santo Antônio da Barra 5219712 451,596
Santo Antônio de Goiás 5219738 132,803
Santo Antônio do Descoberto 5219753 938,309
São Domingos 5219803 3.295,558
São Francisco de Goiás 5219902 339,368
São João d'Aliança 5220009 3.327,364
São João da Paraúna 5220058 305,357
São Luís de Montes Belos 5220108 826,189
São Luíz do Norte 5220157 586,060
São Miguel do Araguaia 5220207 6.144,380
São Miguel do Passa Quatro 5220264 537,781
São Patrício 5220280 134,518
São Simão 5220405 414,055
Senador Canedo 5220454 244,745
Serranópolis 5220504 5.526,526
Silvânia 5220603 2.264,769
Simolândia 5220686 347,823
Sítio d'Abadia 5220702 1.598,337
Taquaral de Goiás 5221007 201,392
Teresina de Goiás 5221080 774,635
Terezópolis de Goiás 5221197 106,976
Três Ranchos 5221304 282,064
Trindade 5221403 713,280
Trombas 5221452 799,123
Turvânia 5221502 472,346
Turvelândia 5221551 934,260
Uirapuru 5221577 1.153,472
Uruaçu 5221601 2.141,776
Uruana 5221700 522,127
Urutaí 5221809 626,717
Valparaíso de Goiás 5221858 60,111
Varjão 5221908 519,029
Vianópolis 5222005 954,279
Área Territorial:
UF – Goiás – GO - 52
MUNICÍPIO CODMUNIC ÁREA (km²)
Vicentinópolis 5222054 737,251
Vila Boa 5222203 1.060,170
Vila Propício 5222302 2.181,575
