Código de Distrito Completo,Distrito,Nome_Distrito,latitude,longitude,altitude,Código Município Completo
430350920,20,Bonito,,,,4303509
430350922,22,Capela Santo Antônio,,,,4303509
430350925,25,Capela Velha,,,,4303509
430350935,35,Pacheca,,,,4303509
430350940,40,Sant'Auta,,,,4303509
430355805,05,Camargo,,,,4303558
430355810,10,Paraíso,,,,4303558
430360805,05,Cambará do Sul,,,,4303608
430360810,10,Bom Retiro,,,,4303608
430360815,15,Osvaldo Kroeff,,,,4303608
430367305,05,Campestre da Serra,,,,4303673
430370705,05,Campina das Missões,,,,4303707
430380605,05,Campinas do Sul,,,,4303806
430390505,05,Campo Bom,,,,4303905
430400205,05,Campo Novo,,,,4304002
430400215,15,Vila Turvo,,,,4304002
430410105,05,Campos Borges,,,,4304101
430410115,15,Linha Ferrari,,,,4304101
430410120,20,Mundo Novo,,,,4304101
430410125,25,Rincão dos Toledos,,,,4304101
430410130,30,São José dos Campos Borges,,,,4304101
430410135,35,Varame,,,,4304101
430410140,40,Volta Vitória,,,,4304101
430420005,05,Candelária,,,,4304200
430420010,10,Botucaraí,,,,4304200
430420015,15,Linha Brasil,,,,4304200
430420020,20,Linha do Rio,,,,4304200
430420025,25,Pinheiro,,,,4304200
430420030,30,Vila União,,,,4304200
430430905,05,Cândido Godói,,,,4304309
430435805,05,Candiota,,,,4304358
430435810,10,Baú,,,,4304358
430435820,20,Jaguarão Grande,,,,4304358
430435825,25,Passo Real de Candiota,,,,4304358
430435830,30,Seival,,,,4304358
430440805,05,Canela,,,,4304408
430450705,05,Canguçu,,,,4304507
430450710,10,Quarto Distrito,,,,4304507
430450715,15,Quinto Distrito,,,,4304507
430450720,20,Segundo Distrito,,,,4304507
430450725,25,Terceiro Distrito,,,,4304507
430460605,05,Canoas,,,,4304606
430461405,05,Canudos do Vale,,,,4304614
430462205,05,Capão Bonito do Sul,,,,4304622
430462210,10,Barretos,,,,4304622
430463005,05,Capão da Canoa,,,,4304630
430463006,06,Arroio Teixeira,,,,4304630
430463007,07,Capão Novo,,,,4304630
430463010,10,Curumim,,,,4304630
430465505,05,Capão do Cipó,,,,4304655
430466305,05,Capão do Leão,,,,4304663
430466310,10,Hidráulica,,,,4304663
430466315,15,Passo das Pedras,,,,4304663
430466320,20,Pavão,,,,4304663
430468905,05,Capela de Santana,,,,4304689
430468910,10,Pareci Velho,,,,4304689
430468915,15,Passo Taquara,,,,4304689
430468920,20,San Martin,,,,4304689
430468925,25,Paquete,,,,4304689
430468930,30,Sanga Funda,,,,4304689
430469705,05,Capitão,,,,4304697
430467105,05,Capivari do Sul,,,,4304671
430467110,10,Rancho Velho,,,,4304671
430467115,15,Santa Rosa,,,,4304671
430471305,05,Caraá,,,,4304713
430470505,05,Carazinho,,,,4304705
430470525,25,Pinheiro Marcado,,,,4304705
430470533,33,São Bento,,,,4304705
430480405,05,Carlos Barbosa,,,,4304804
430480410,10,Arco Verde,,,,4304804
430480413,13,Cinco da Boa Vista,,,,4304804
430480420,20,Santa Luiza,,,,4304804
430480425,25,Santo Antônio de Castro,,,,4304804
430485305,05,Carlos Gomes,,,,4304853
430490305,05,Casca,,,,4304903
430490310,10,Evangelista,,,,4304903
430495205,05,Caseiros,,,,4304952
430500905,05,Catuípe,,,,4305009
430500910,10,Colônia das Almas,,,,4305009
430500912,12,Esquina Bom Sucesso,,,,4305009
430500913,13,Esquina Brasil Neves,,,,4305009
430500917,17,Passo Burmann,,,,4305009
430500918,18,Pontão Santo Antônio,,,,4305009
430500920,20,Santa Tereza,,,,4305009
430510805,05,Caxias do Sul,,,,4305108
430510815,15,Criúva,,,,4305108
430510820,20,Fazenda Souza,,,,4305108
430510835,35,Oliva,,,,4305108
430510840,40,Santa Lúcia do Piaí,,,,4305108
430510845,45,Seca,,,,4305108
430510850,50,Vila Cristina,,,,4305108
430511605,05,Centenário,,,,4305116
430512405,05,Cerrito,,,,4305124
430512410,10,Alto Alegre,,,,4305124
430512415,15,Vila Freire,,,,4305124
430513205,05,Cerro Branco,,,,4305132
430515705,05,Cerro Grande,,,,4305157
430517305,05,Cerro Grande do Sul,,,,4305173
430520705,05,Cerro Largo,,,,4305207
430520713,13,Santo Antônio,,,,4305207
430520714,14,São Francisco,,,,4305207
430530605,05,Chapada,,,,4305306
430530610,10,Boi Preto,,,,4305306
430530615,15,Santana,,,,4305306
430530620,20,São Miguel,,,,4305306
430530625,25,Tesouras,,,,4305306
430530630,30,Vila Rica,,,,4305306
430535505,05,Charqueadas,,,,4305355
430537105,05,Charrua,,,,4305371
430540505,05,Chiapetta,,,,4305405
430543905,05,Chuí,,,,4305439
430544705,05,Chuvisca,,,,4305447
430545405,05,Cidreira,,,,4305454
430545409,09,Costa do Sol,,,,4305454
430550405,05,Ciríaco,,,,4305504
430550407,07,Cruzaltinha,,,,4305504
430550415,15,São João Bosco,,,,4305504
430558705,05,Colinas,,,,4305587
430560305,05,Colorado,,,,4305603
430560310,10,Vista Alegre,,,,4305603
430570205,05,Condor,,,,4305702
430580105,05,Constantina,,,,4305801
430580106,06,Barra Curta Baixa,,,,4305801
430580107,07,Capinzal,,,,4305801
430580114,14,São Marcos Baixo,,,,4305801
430583505,05,Coqueiro Baixo,,,,4305835
430583510,10,Arroio da Laje,,,,4305835
430585005,05,Coqueiros do Sul,,,,4305850
430585015,15,Igrejinha,,,,4305850
430585020,20,Rio Bonito,,,,4305850
430585022,22,Serra do Pontão,,,,4305850
430585025,25,Xadrez,,,,4305850
430587105,05,Coronel Barros,,,,4305871
430587110,10,Linha 8,,,,4305871
430590005,05,Coronel Bicaco,,,,4305900
430590010,10,Antônio Kerpel,,,,4305900
430590015,15,Campo Santo,,,,4305900
430590020,20,Turvinho,,,,4305900
430593405,05,Coronel Pilar,,,,4305934
430595905,05,Cotiporã,,,,4305959
430595910,10,Lageado Bonito,,,,4305959
430597505,05,Coxilha,,,,4305975
430600705,05,Crissiumal,,,,4306007
430600710,10,Esquina Gaúcha,,,,4306007
430600715,15,Lajeado Grande,,,,4306007
430600720,20,Planalto,,,,4306007
430600730,30,Vista Nova,,,,4306007
430605605,05,Cristal,,,,4306056
430605610,10,Bom Será,,,,4306056
430605615,15,Cordeiro,,,,4306056
430605625,25,Passo do Mendonça,,,,4306056
430607205,05,Cristal do Sul,,,,4306072
430610605,05,Cruz Alta,,,,4306106
430610613,13,Colônia São João,,,,4306106
430613005,05,Cruzaltense,,,,4306130
430620505,05,Cruzeiro do Sul,,,,4306205
430630405,05,David Canabarro,,,,4306304
430632005,05,Derrubadas,,,,4306320
430635305,05,Dezesseis de Novembro,,,,4306353
430637905,05,Dilermando de Aguiar,,,,4306379
430640305,05,Dois Irmãos,,,,4306403
430642905,05,Dois Irmãos das Missões,,,,4306429
430645205,05,Dois Lajeados,,,,4306452
430650205,05,Dom Feliciano,,,,4306502
430660105,05,Dom Pedrito,,,,4306601
430660110,10,Torquato Severo,,,,4306601
430655105,05,Dom Pedro de Alcântara,,,,4306551
430655110,10,Arroio dos Mengues,,,,4306551
430655115,15,Morro dos Leffas,,,,4306551
430655120,20,Porto Colônia,,,,4306551
430670005,05,Dona Francisca,,,,4306700
430673405,05,Doutor Maurício Cardoso,,,,4306734
430673415,15,Pitanga,,,,4306734
430673420,20,Pranchada,,,,4306734
430675905,05,Doutor Ricardo,,,,4306759
430676705,05,Eldorado do Sul,,,,4306767
430676710,10,Bom Retiro,,,,4306767
430676715,15,Parque Eldorado,,,,4306767
430680905,05,Encantado,,,,4306809
430680925,25,Valdástico,,,,4306809
430690805,05,Encruzilhada do Sul,,,,4306908
430690809,09,Capitão Noronha,,,,4306908
430690815,15,Cerro Partido,,,,4306908
430690820,20,Coronel Prestes,,,,4306908
430690825,25,Maria Santa,,,,4306908
430690830,30,Pompeu Machado,,,,4306908
430690835,35,Santa Bárbara,,,,4306908
430692405,05,Engenho Velho,,,,4306924
430695705,05,Entre Rios do Sul,,,,4306957
430693205,05,Entre-Ijuís,,,,4306932
430697305,05,Erebango,,,,4306973
430700505,05,Erechim,,,,4307005
430700510,10,Capo-Erê,,,,4307005
430700515,15,Jaguaretê,,,,4307005
430705405,05,Ernestina,,,,4307054
430720305,05,Erval Grande,,,,4307203
430720310,10,Goio-Ên,,,,4307203
430720315,15,Pinhalzinho,,,,4307203
430720320,20,Santana,,,,4307203
430720325,25,Sete de Setembro,,,,4307203
430730205,05,Erval Seco,,,,4307302
430730210,10,Arco Íris,,,,4307302
430730212,12,Capivara,,,,4307302
430730215,15,Coronel Finzito,,,,4307302
430730222,22,Fortaleza,,,,4307302
430730225,25,São Bom Jesus,,,,4307302
430730240,40,Vista Gaúcha,,,,4307302
430740105,05,Esmeralda,,,,4307401
430740110,10,São Sebastião,,,,4307401
430745005,05,Esperança do Sul,,,,4307450
430745007,07,Açoita Cavalo,,,,4307450
430745008,08,Bom Jardim,,,,4307450
430745010,10,Lara,,,,4307450
430745020,20,Ismael,,,,4307450
430750005,05,Espumoso,,,,4307500
430750015,15,Avelino Paranhos,,,,4307500
430750020,20,Campina Redonda,,,,4307500
430750030,30,Depósito,,,,4307500
430750050,50,Volta Alegre,,,,4307500
430755905,05,Estação,,,,4307559
430760905,05,Estância Velha,,,,4307609
430770805,05,Esteio,,,,4307708
430780705,05,Estrela,,,,4307807
430780723,23,Costão,,,,4307807
430780726,26,Novo Paraíso,,,,4307807
430780727,27,Delfina,,,,4307807
430780735,35,Glória,,,,4307807
430781505,05,Estrela Velha,,,,4307815
430781510,10,Itaúba,,,,4307815
430781515,15,Rincão da Estrela,,,,4307815
430781520,20,São Luiz,,,,4307815
430783105,05,Eugênio de Castro,,,,4307831
430786405,05,Fagundes Varela,,,,4307864
430790605,05,Farroupilha,,,,4307906
430790610,10,Jansen,,,,4307906
430790615,15,Nova Milano,,,,4307906
430790620,20,Nova Sardenha,,,,4307906
430800305,05,Faxinal do Soturno,,,,4308003
430805205,05,Faxinalzinho,,,,4308052
430807805,05,Fazenda Vilanova,,,,4308078
430810205,05,Feliz,,,,4308102
430820105,05,Flores da Cunha,,,,4308201
430820108,08,Mato Perso,,,,4308201
430820115,15,Otávio Rocha,,,,4308201
430825005,05,Floriano Peixoto,,,,4308250
430830005,05,Fontoura Xavier,,,,4308300
430830007,07,Campo Novo,,,,4308300
430830010,10,Gramado São Pedro,,,,4308300
430830020,20,Linha Silveira,,,,4308300
430830035,35,Três Pinheiros,,,,4308300
430840905,05,Formigueiro,,,,4308409
430843305,05,Forquetinha,,,,4308433
430845805,05,Fortaleza dos Valos,,,,4308458
430845815,15,Fazenda Colorado,,,,4308458
430850805,05,Frederico Westphalen,,,,4308508
430850810,10,Castelinho,,,,4308508
430850815,15,Osvaldo Cruz,,,,4308508
430850818,18,São João do Porto,,,,4308508
430860705,05,Garibaldi,,,,4308607
430860725,25,Marcorama,,,,4308607
430860728,28,São José de Costa Real,,,,4308607
430865605,05,Garruchos,,,,4308656
430870605,05,Gaurama,,,,4308706
430870615,15,Baliza,,,,4308706
430880505,05,General Câmara,,,,4308805
430880508,08,Boca da Picada,,,,4308805
430880510,10,Boqueirão,,,,4308805
430880525,25,Santo Amaro do Sul,,,,4308805
430885405,05,Gentil,,,,4308854
430885410,10,Campo do Meio,,,,4308854
430890405,05,Getúlio Vargas,,,,4308904
430890425,25,Rio Toldo,,,,4308904
430890430,30,Souza Ramos,,,,4308904
430900105,05,Giruá,,,,4309001
430900110,10,Cândido Freire,,,,4309001
430900120,20,Mato Grande,,,,4309001
430900122,22,Quinze de Novembro,,,,4309001
430900123,23,Rincão dos Mellos,,,,4309001
430900124,24,Rincão Maciel,,,,4309001
430900126,26,São Paulo das Tunas,,,,4309001
430905005,05,Glorinha,,,,4309050
430905010,10,Capão Grande,,,,4309050
430905015,15,Maracanã,,,,4309050
430905020,20,Vila Nova,,,,4309050
430910005,05,Gramado,,,,4309100
430912605,05,Gramado dos Loureiros,,,,4309126
430915905,05,Gramado Xavier,,,,4309159
430920905,05,Gravataí,,,,4309209
430920915,15,Barro Vermelho,,,,4309209
430920930,30,Ipiranga,,,,4309209
430920933,33,Itacolomi,,,,4309209
430920935,35,Morungava,,,,4309209
430925805,05,Guabiju,,,,4309258
430930805,05,Guaíba,,,,4309308
430940705,05,Guaporé,,,,4309407
430940707,07,Colombo,,,,4309407
430940735,35,Santo Antônio,,,,4309407
430950605,05,Guarani das Missões,,,,4309506
430950609,09,Linha Harmonia,,,,4309506
430950620,20,Linha Porto Alegre,,,,4309506
430955505,05,Harmonia,,,,4309555
430710405,05,Herval,,,,4307104
430710410,10,Basílio,,,,4307104
430710415,15,Bote,,,,4307104
430710420,20,Cerro Chato,,,,4307104
430710425,25,Coxilha do Lageado,,,,4307104
430710430,30,Jaguarão Chico,,,,4307104
430710435,35,Mingote,,,,4307104
430957105,05,Herveiras,,,,4309571
430960505,05,Horizontina,,,,4309605
430960510,10,Cascata,,,,4309605
430965405,05,Hulha Negra,,,,4309654
430970405,05,Humaitá,,,,4309704
430975305,05,Ibarama,,,,4309753
430980305,05,Ibiaçá,,,,4309803
430980310,10,Rio Telha,,,,4309803
430980315,15,Vitória,,,,4309803
430990205,05,Ibiraiaras,,,,4309902
430990207,07,Nossa Senhora da Saúde,,,,4309902
430990209,09,São Luiz,,,,4309902
430990210,10,São Sebastião,,,,4309902
430995105,05,Ibirapuitã,,,,4309951
431000905,05,Ibirubá,,,,4310009
431000910,10,Alfredo Brenner,,,,4310009
431000920,20,Santo Antônio do Bom Retiro,,,,4310009
431010805,05,Igrejinha,,,,4310108
431020705,05,Ijuí,,,,4310207
431020707,07,Alto da União,,,,4310207
431020708,08,Barreiro,,,,4310207
431020710,10,Chorão,,,,4310207
431020725,25,Floresta,,,,4310207
431020727,27,Itaí,,,,4310207
431020730,30,Mauá,,,,4310207
431020737,37,Santana,,,,4310207
431020740,40,Santo Antônio,,,,4310207
431020750,50,Linha 6 Norte,,,,4310207
431020755,55,Esquina Heidmann,,,,4310207
431030605,05,Ilópolis,,,,4310306
431033005,05,Imbé,,,,4310330
431036305,05,Imigrante,,,,4310363
431040505,05,Independência,,,,4310405
431040510,10,Colônia Medeiros,,,,4310405
431040515,15,Esquina Araújo,,,,4310405
431040520,20,São Valentim,,,,4310405
431041305,05,Inhacorá,,,,4310413
431043905,05,Ipê,,,,4310439
431043920,20,Vila São Paulo,,,,4310439
431043925,25,Vila Segredo,,,,4310439
431046205,05,Ipiranga do Sul,,,,4310462
431050405,05,Iraí,,,,4310504
431050430,30,Vila Salete,,,,4310504
431053805,05,Itaara,,,,4310538
431055305,05,Itacurubi,,,,4310553
431057905,05,Itapuca,,,,4310579
431060305,05,Itaqui,,,,4310603
431060312,12,Ibicuí,,,,4310603
431060330,30,Itaó,,,,4310603
431060340,40,Pintado,,,,4310603
431060345,45,Tuparaí,,,,4310603
431065205,05,Itati,,,,4310652
431070205,05,Itatiba do Sul,,,,4310702
431070210,10,Povoado Tozzo,,,,4310702
431070215,15,Saltinho,,,,4310702
431070220,20,Sete Lagoas,,,,4310702
431075105,05,Ivorá,,,,4310751
431080105,05,Ivoti,,,,4310801
431085005,05,Jaboticaba,,,,4310850
431085020,20,Trentin,,,,4310850
431087605,05,Jacuizinho,,,,4310876
431090005,05,Jacutinga,,,,4310900
431090012,12,Barão Hirsch,,,,4310900
431100705,05,Jaguarão,,,,4311007
431110605,05,Jaguari,,,,4311106
431110610,10,Ijucapirama,,,,4311106
431110617,17,Santo Izidro,,,,4311106
431110620,20,Taquarichim,,,,4311106
431112205,05,Jaquirana,,,,4311122
431112210,10,Chapada,,,,4311122
431113005,05,Jari,,,,4311130
431115505,05,Jóia,,,,4311155
431120505,05,Júlio de Castilhos,,,,4311205
431120525,25,São João dos Mellos,,,,4311205
431120530,30,Três Mártires,,,,4311205
431123905,05,Lagoa Bonita do Sul,,,,4311239
431127005,05,Lagoa dos Três Cantos,,,,4311270
431127020,20,Linha Glória,,,,4311270
431130405,05,Lagoa Vermelha,,,,4311304
431130408,08,Boqueirão,,,,4311304
431130411,11,Campinas,,,,4311304
431130414,14,Capão do Cedro,,,,4311304
431130425,25,Clemente Argolo,,,,4311304
431130427,27,Nossa Senhora de Fátima,,,,4311304
431130430,30,Santa Luzia,,,,4311304
431130435,35,Tupinambá,,,,4311304
431125405,05,Lagoão,,,,4311254
431140305,05,Lajeado,,,,4311403
431142905,05,Lajeado do Bugre,,,,4311429
431150205,05,Lavras do Sul,,,,4311502
431150210,10,Ibaré,,,,4311502
431160105,05,Liberato Salzano,,,,4311601
431160110,10,Pinhalzinho,,,,4311601
431162705,05,Lindolfo Collor,,,,4311627
431164305,05,Linha Nova,,,,4311643
431171805,05,Maçambará,,,,4311718
431171810,10,Bororé,,,,4311718
431171815,15,Encruzilhada,,,,4311718
431171820,20,Passo do Goulart,,,,4311718
431170005,05,Machadinho,,,,4311700
431170010,10,Bela Vista,,,,4311700
431173405,05,Mampituba,,,,4311734
431175905,05,Manoel Viana,,,,4311759
431175910,10,Barragem do Itú,,,,4311759
431175920,20,Pirajú,,,,4311759
431177505,05,Maquiné,,,,4311775
431177510,10,Barra do Ouro,,,,4311775
431177515,15,Morro Alto,,,,4311775
431179105,05,Maratá,,,,4311791
431179115,15,Esperança,,,,4311791
431179120,20,Macega,,,,4311791
431179125,25,São Pedro do Maratá,,,,4311791
431180905,05,Marau,,,,4311809
431180909,09,Laranjeira,,,,4311809
431180917,17,Veado Pardo,,,,4311809
431180935,35,São Miguel,,,,4311809
431190805,05,Marcelino Ramos,,,,4311908
431190810,10,Coronel Teixeira,,,,4311908
431190820,20,Pinhalzinho,,,,4311908
431198105,05,Mariana Pimentel,,,,4311981
431200505,05,Mariano Moro,,,,4312005
431205405,05,Marques de Souza,,,,4312054
431205410,10,Bela Vista do Fão,,,,4312054
431205415,15,Tamanduá,,,,4312054
431210405,05,Mata,,,,4312104
431210410,10,Clara,,,,4312104
431213805,05,Mato Castelhano,,,,4312138
431213810,10,Capingui,,,,4312138
431215305,05,Mato Leitão,,,,4312153
431215315,15,Arroio Bonito,,,,4312153
431215340,40,Sampaio,,,,4312153
431215345,45,Santo Antônio,,,,4312153
431217905,05,Mato Queimado,,,,4312179
431220305,05,Maximiliano de Almeida,,,,4312203
431225205,05,Minas do Leão,,,,4312252
431230205,05,Miraguaí,,,,4312302
431230210,10,Sítio Gabriel,,,,4312302
431230215,15,Tronqueiras,,,,4312302
431235105,05,Montauri,,,,4312351
431237705,05,Monte Alegre dos Campos,,,,4312377
431237710,10,Capela da Luz,,,,4312377
431237715,15,Carmo,,,,4312377
431237720,20,Enxovia,,,,4312377
431237725,25,Passo do Carro,,,,4312377
431237730,30,Ranchinho,,,,4312377
431237735,35,Santo Antonio,,,,4312377
431237738,38,São Francisco,,,,4312377
431237740,40,São José,,,,4312377
431237745,45,São Judas,,,,4312377
431237750,50,Saúde,,,,4312377
431238505,05,Monte Belo do Sul,,,,4312385
431240105,05,Montenegro,,,,4312401
431240113,13,Costa da Serra,,,,4312401
431240118,18,Fortaleza,,,,4312401
431240127,27,Pesqueiro,,,,4312401
431240135,35,Santos Reis,,,,4312401
431240140,40,Vendinha,,,,4312401
431242705,05,Mormaço,,,,4312427
431244305,05,Morrinhos do Sul,,,,4312443
431244310,10,Costão,,,,4312443
431244315,15,Morro de Dentro,,,,4312443
431244320,20,Morro do Forno,,,,4312443
431245005,05,Morro Redondo,,,,4312450
431247605,05,Morro Reuter,,,,4312476
431250005,05,Mostardas,,,,4312500
431250010,10,Doutor Edgardo Pereira Velho,,,,4312500
431250013,13,Rincão do Cristóvão Pereira,,,,4312500
431250015,15,São Simão,,,,4312500
431260905,05,Muçum,,,,4312609
431261705,05,Muitos Capões,,,,4312617
431261710,10,Bom Retiro,,,,4312617
431261715,15,Capão Grande,,,,4312617
431261720,20,Encruzilhada São Sebastião,,,,4312617
431261725,25,Fazenda Laranjeiras,,,,4312617
431261735,35,Morro Grande,,,,4312617
431261745,45,Santa Rita,,,,4312617
431261750,50,Várzea dos Antunes,,,,4312617
431261755,55,Vila Ituim,,,,4312617
431262505,05,Muliterno,,,,4312625
431265805,05,Não-Me-Toque,,,,4312658
431265815,15,São José do Centro,,,,4312658
431267405,05,Nicolau Vergueiro,,,,4312674
431270805,05,Nonoai,,,,4312708
431275705,05,Nova Alvorada,,,,4312757
431275715,15,General Cadorna,,,,4312757
431280705,05,Nova Araçá,,,,4312807
431290605,05,Nova Bassano,,,,4312906
431295505,05,Nova Boa Vista,,,,4312955
431300305,05,Nova Bréscia,,,,4313003
431301105,05,Nova Candelária,,,,4313011
431303705,05,Nova Esperança do Sul,,,,4313037
431306005,05,Nova Hartz,,,,4313060
431308605,05,Nova Pádua,,,,4313086
431310205,05,Nova Palma,,,,4313102
431310210,10,Canhemborá,,,,4313102
431310215,15,Vila Cruz,,,,4313102
431320105,05,Nova Petrópolis,,,,4313201
431320107,07,Dos Boêmios,,,,4313201
431320115,15,Pinhal Alto,,,,4313201
431320120,20,Vale do Rio Caí,,,,4313201
431330005,05,Nova Prata,,,,4313300
431333405,05,Nova Ramada,,,,4313334
431335905,05,Nova Roma do Sul,,,,4313359
431337505,05,Nova Santa Rita,,,,4313375
431349005,05,Novo Barreiro,,,,4313490
431339105,05,Novo Cabrais,,,,4313391
431340905,05,Novo Hamburgo,,,,4313409
431342505,05,Novo Machado,,,,4313425
431342515,15,Pratos,,,,4313425
431344105,05,Novo Tiradentes,,,,4313441
431346605,05,Novo Xingu,,,,4313466
431350805,05,Osório,,,,4313508
431350811,11,Aguapés,,,,4313508
431350827,27,Atlântida-Sul,,,,4313508
431350828,28,Borussia,,,,4313508
431350835,35,Passinhos,,,,4313508
431350845,45,Santa Luzia,,,,4313508
431360705,05,Paim Filho,,,,4313607
431365605,05,Palmares do Sul,,,,4313656
431365615,15,Bacupari,,,,4313656
431365616,16,Butiatuva,,,,4313656
431365617,17,Casa Velha,,,,4313656
431365620,20,Granja Getúlio Vargas,,,,4313656
431365625,25,Frei Sebastião,,,,4313656
431365630,30,Quintão,,,,4313656
431370605,05,Palmeira das Missões,,,,4313706
431370617,17,Quebrado,,,,4313706
431370642,42,Santa Rosa,,,,4313706
431370645,45,Santa Teresinha,,,,4313706
431370652,52,São Bento,,,,4313706
431380505,05,Palmitinho,,,,4313805
431390405,05,Panambi,,,,4313904
431395305,05,Pantano Grande,,,,4313953
431395310,10,Aroeiras,,,,4313953
431395320,20,Monte Castelo,,,,4313953
431395330,30,Várzea,,,,4313953
431400105,05,Paraí,,,,4314001
431402705,05,Paraíso do Sul,,,,4314027
431403505,05,Pareci Novo,,,,4314035
431405005,05,Parobé,,,,4314050
431405012,12,Poço Fundo,,,,4314050
431405015,15,Santa Cristina,,,,4314050
431406805,05,Passa Sete,,,,4314068
431406810,10,Campo de Sobradinho,,,,4314068
431406820,20,Murta,,,,4314068
431406830,30,Pitingal,,,,4314068
431407605,05,Passo do Sobrado,,,,4314076
431410005,05,Passo Fundo,,,,4314100
431410010,10,Bela Vista,,,,4314100
431410017,17,Bom Recreio,,,,4314100
431410035,35,Pulador,,,,4314100
431410040,40,São Roque,,,,4314100
431410045,45,Sede Independência,,,,4314100
431410050,50,Santo Antônio do Capinzal,,,,4314100
431413405,05,Paulo Bento,,,,4314134
431415905,05,Paverama,,,,4314159
431415915,15,Fazenda São José,,,,4314159
431415920,20,Bom Jardim,,,,4314159
431417505,05,Pedras Altas,,,,4314175
431417510,10,Arroio Mau,,,,4314175
431417515,15,Cerro do Baú,,,,4314175
431417525,25,São Diogo,,,,4314175
431420905,05,Pedro Osório,,,,4314209
431420920,20,Matarazzo,,,,4314209
431430805,05,Pejuçara,,,,4314308
431440705,05,Pelotas,,,,4314407
431440720,20,Cascata,,,,4314407
431440725,25,Cerrito Alegre,,,,4314407
431440727,27,Z/3,,,,4314407
431440735,35,Monte Bonito,,,,4314407
431440742,42,Rincão da Cruz,,,,4314407
431440745,45,Quilombo,,,,4314407
431440750,50,Santa Silvana,,,,4314407
431440760,60,Triunfo,,,,4314407
431442305,05,Picada Café,,,,4314423
431445605,05,Pinhal,,,,4314456
431446405,05,Pinhal da Serra,,,,4314464
431447205,05,Pinhal Grande,,,,4314472
431447220,20,Rincão do Appel,,,,4314472
431449805,05,Pinheirinho do Vale,,,,4314498
431450605,05,Pinheiro Machado,,,,4314506
431450610,10,Candiota,,,,4314506
431450620,20,Torrinhas,,,,4314506
431454805,05,Pinto Bandeira,,,,4314548
431455505,05,Pirapó,,,,4314555
431455510,10,Figueira,,,,4314555
431460505,05,Piratini,,,,4314605
431460510,10,Segundo Distrito,,,,4314605
431460515,15,Terceiro Distrito,,,,4314605
431460520,20,Quarto Distrito,,,,4314605
431460525,25,Quinto Distrito,,,,4314605
431470405,05,Planalto,,,,4314704
431470412,12,São Luiz,,,,4314704
431470415,15,Santa Cruz,,,,4314704
431470420,20,São José,,,,4314704
431475305,05,Poço das Antas,,,,4314753
431477905,05,Pontão,,,,4314779
431477910,10,Sagrisa,,,,4314779
431478705,05,Ponte Preta,,,,4314787
431478730,30,Souto Neto,,,,4314787
431480305,05,Portão,,,,4314803
431490205,05,Porto Alegre,,,,4314902
431500805,05,Porto Lucena,,,,4315008
431505705,05,Porto Mauá,,,,4315057
431507305,05,Porto Vera Cruz,,,,4315073
431510705,05,Porto Xavier,,,,4315107
431510720,20,Rincão Comprido,,,,4315107
431513105,05,Pouso Novo,,,,4315131
431514905,05,Presidente Lucena,,,,4315149
431515605,05,Progresso,,,,4315156
431515607,07,Batovira,,,,4315156
431515610,10,Campo Branco,,,,4315156
431515612,12,Constantino,,,,4315156
431515620,20,Xaxim,,,,4315156
431517205,05,Protásio Alves,,,,4315172
431520605,05,Putinga,,,,4315206
431520615,15,Xarqueada,,,,4315206
431530505,05,Quaraí,,,,4315305
431531305,05,Quatro Irmãos,,,,4315313
431532105,05,Quevedos,,,,4315321
431535405,05,Quinze de Novembro,,,,4315354
431535420,20,Santa Clara do Ingaí,,,,4315354
431535425,25,Sede Aurora,,,,4315354
431540405,05,Redentora,,,,4315404
431540410,10,São João,,,,4315404
431540430,30,Sítio Cassemiro,,,,4315404
431545305,05,Relvado,,,,4315453
431550305,05,Restinga Sêca,,,,4315503
431555205,05,Rio dos Índios,,,,4315552
431555210,10,Posse dos Linhares,,,,4315552
431560205,05,Rio Grande,,,,4315602
431560215,15,Povo Novo,,,,4315602
431560220,20,Quinta,,,,4315602
431560225,25,Taim,,,,4315602
431560230,30,Ilha dos Marinheiros,,,,4315602
431570105,05,Rio Pardo,,,,4315701
431570110,10,Albardão,,,,4315701
431570115,15,Bexiga,,,,4315701
431570122,22,Iruí,,,,4315701
431570123,23,João Rodrigues,,,,4315701
431570124,24,Passo da Areia,,,,4315701
431570127,27,Passo do Adão,,,,4315701
431570130,30,Rincão del Rei,,,,4315701
431575005,05,Riozinho,,,,4315750
431580005,05,Roca Sales,,,,4315800
431580010,10,Campinho,,,,4315800
431590905,05,Rodeio Bonito,,,,4315909
431590910,10,Saltinho,,,,4315909
431595805,05,Rolador,,,,4315958
431595810,10,Igrejinha,,,,4315958
431595825,25,Passo do Faxinal,,,,4315958
431595830,30,Passo do Quaresma,,,,4315958
431595840,40,Serrinha do Rosário,,,,4315958
431600605,05,Rolante,,,,4316006
431600610,10,Boa Esperança,,,,4316006
431600617,17,Rolantinho,,,,4316006
431610505,05,Ronda Alta,,,,4316105
431610510,10,Alto Recreio,,,,4316105
431620405,05,Rondinha,,,,4316204
431630305,05,Roque Gonzales,,,,4316303
431630310,10,Dona Otília,,,,4316303
431630315,15,Rincão Vermelho,,,,4316303
431640205,05,Rosário do Sul,,,,4316402
431640210,10,Campo Sêco,,,,4316402
431640215,15,Caverá,,,,4316402
431640220,20,Mangueiras,,,,4316402
431640225,25,São Carlos,,,,4316402
