Código de Distrito Completo,Distrito,Nome_Distrito,latitude,longitude,altitude,Código Município Completo
231400315,15,Canindezinho,,,,2314003
231400320,20,Ibicatu,,,,2314003
231400325,25,Naraniú,,,,2314003
231400330,30,Riacho Verde,,,,2314003
231410205,05,Viçosa do Ceará,,,,2314102
231410210,10,General Tibúrcio,,,,2314102
231410212,12,Juá dos Vieiras,,,,2314102
231410215,15,Lambedouro,,,,2314102
231410217,17,Manhoso,,,,2314102
231410220,20,Padre Vieira,,,,2314102
231410223,23,Passagem da Onça,,,,2314102
231410225,25,Quatiguaba,,,,2314102
240010905,05,Acari,,,,2400109
240020805,05,Açu,,,,2400208
240030705,05,Afonso Bezerra,,,,2400307
240040605,05,Água Nova,,,,2400406
240050505,05,Alexandria,,,,2400505
240060405,05,Almino Afonso,,,,2400604
240070305,05,Alto do Rodrigues,,,,2400703
240080205,05,Angicos,,,,2400802
240090105,05,Antônio Martins,,,,2400901
240100805,05,Apodi,,,,2401008
240110705,05,Areia Branca,,,,2401107
240120605,05,Arês,,,,2401206
240130505,05,Augusto Severo,,,,2401305
240140405,05,Baía Formosa,,,,2401404
240145305,05,Baraúna,,,,2401453
240150305,05,Barcelona,,,,2401503
240160205,05,Bento Fernandes,,,,2401602
240160210,10,Belo Horizonte,,,,2401602
240165105,05,Bodó,,,,2401651
240170105,05,Bom Jesus,,,,2401701
240180005,05,Brejinho,,,,2401800
240185905,05,Caiçara do Norte,,,,2401859
240190905,05,Caiçara do Rio do Vento,,,,2401909
240200605,05,Caicó,,,,2402006
240210505,05,Campo Redondo,,,,2402105
240220405,05,Canguaretama,,,,2402204
240230305,05,Caraúbas,,,,2402303
240230310,10,São Geraldo,,,,2402303
240240205,05,Carnaúba dos Dantas,,,,2402402
240250105,05,Carnaubais,,,,2402501
240260005,05,Ceará-Mirim,,,,2402600
240270905,05,Cerro Corá,,,,2402709
240280805,05,Coronel Ezequiel,,,,2402808
240290705,05,Coronel João Pessoa,,,,2402907
240300405,05,Cruzeta,,,,2403004
240310305,05,Currais Novos,,,,2403103
240320205,05,Doutor Severiano,,,,2403202
240330105,05,Encanto,,,,2403301
240340005,05,Equador,,,,2403400
240350905,05,Espírito Santo,,,,2403509
240360805,05,Extremoz,,,,2403608
240370705,05,Felipe Guerra,,,,2403707
240375605,05,Fernando Pedroza,,,,2403756
240380605,05,Florânia,,,,2403806
240390505,05,Francisco Dantas,,,,2403905
240400205,05,Frutuoso Gomes,,,,2404002
240410105,05,Galinhos,,,,2404101
240420005,05,Goianinha,,,,2404200
240430905,05,Governador Dix-Sept Rosado,,,,2404309
240440805,05,Grossos,,,,2404408
240450705,05,Guamaré,,,,2404507
240460605,05,Ielmo Marinho,,,,2404606
240470505,05,Ipanguaçu,,,,2404705
240480405,05,Ipueira,,,,2404804
240485305,05,Itajá,,,,2404853
240490305,05,Itaú,,,,2404903
240500905,05,Jaçanã,,,,2405009
240510805,05,Jandaíra,,,,2405108
240520705,05,Janduís,,,,2405207
240530605,05,Januário Cicco,,,,2405306
240530610,10,Córrego de São Mateus,,,,2405306
240540505,05,Japi,,,,2405405
240550405,05,Jardim de Angicos,,,,2405504
240560305,05,Jardim de Piranhas,,,,2405603
240570205,05,Jardim do Seridó,,,,2405702
240580105,05,João Câmara,,,,2405801
240590005,05,João Dias,,,,2405900
240590010,10,Rosário,,,,2405900
240600705,05,José da Penha,,,,2406007
240600710,10,Major Felipe,,,,2406007
240610605,05,Jucurutu,,,,2406106
240615505,05,Jundiá,,,,2406155
240620505,05,Lagoa d'Anta,,,,2406205
240630405,05,Lagoa de Pedras,,,,2406304
240640305,05,Lagoa de Velhos,,,,2406403
240650205,05,Lagoa Nova,,,,2406502
240660105,05,Lagoa Salgada,,,,2406601
240670005,05,Lajes,,,,2406700
240670010,10,Firmamento,,,,2406700
240680905,05,Lajes Pintadas,,,,2406809
240690805,05,Lucrécia,,,,2406908
240700505,05,Luís Gomes,,,,2407005
240700515,15,São Bernardo,,,,2407005
240710405,05,Macaíba,,,,2407104
240710410,10,Cana Brava,,,,2407104
240710415,15,Traíras,,,,2407104
240710420,20,Mangabeira,,,,2407104
240710425,25,Cajazeiras,,,,2407104
240720305,05,Macau,,,,2407203
240725205,05,Major Sales,,,,2407252
240730205,05,Marcelino Vieira,,,,2407302
240740105,05,Martins,,,,2407401
240740110,10,Salva Vida,,,,2407401
240750005,05,Maxaranguape,,,,2407500
240760905,05,Messias Targino,,,,2407609
240770805,05,Montanhas,,,,2407708
240780705,05,Monte Alegre,,,,2407807
240790605,05,Monte das Gameleiras,,,,2407906
240800305,05,Mossoró,,,,2408003
240810205,05,Natal,,,,2408102
240820105,05,Nísia Floresta,,,,2408201
240830005,05,Nova Cruz,,,,2408300
240840905,05,Olho d'Água do Borges,,,,2408409
240850805,05,Ouro Branco,,,,2408508
240860705,05,Paraná,,,,2408607
240870605,05,Paraú,,,,2408706
240880505,05,Parazinho,,,,2408805
240890405,05,Parelhas,,,,2408904
240325105,05,Parnamirim,,,,2403251
240910005,05,Passa e Fica,,,,2409100
240920905,05,Passagem,,,,2409209
240930805,05,Patu,,,,2409308
240940705,05,Pau dos Ferros,,,,2409407
240950605,05,Pedra Grande,,,,2409506
240960505,05,Pedra Preta,,,,2409605
240970405,05,Pedro Avelino,,,,2409704
240980305,05,Pedro Velho,,,,2409803
240990205,05,Pendências,,,,2409902
241000905,05,Pilões,,,,2410009
241010805,05,Poço Branco,,,,2410108
241020705,05,Portalegre,,,,2410207
241025605,05,Porto do Mangue,,,,2410256
241040505,05,Pureza,,,,2410405
241050405,05,Rafael Fernandes,,,,2410504
241060305,05,Rafael Godeiro,,,,2410603
241070205,05,Riacho da Cruz,,,,2410702
241080105,05,Riacho de Santana,,,,2410801
241090005,05,Riachuelo,,,,2410900
240895305,05,Rio do Fogo,,,,2408953
241100705,05,Rodolfo Fernandes,,,,2411007
241110605,05,Ruy Barbosa,,,,2411106
241120505,05,Santa Cruz,,,,2411205
240933205,05,Santa Maria,,,,2409332
241140305,05,Santana do Matos,,,,2411403
241140310,10,Barão de Serra Branca,,,,2411403
241140320,20,Santa Teresa,,,,2411403
241140325,25,São José da Passagem,,,,2411403
241142905,05,Santana do Seridó,,,,2411429
241150205,05,Santo Antônio,,,,2411502
241160105,05,São Bento do Norte,,,,2411601
241170005,05,São Bento do Trairí,,,,2411700
241180905,05,São Fernando,,,,2411809
241190805,05,São Francisco do Oeste,,,,2411908
241200505,05,São Gonçalo do Amarante,,,,2412005
241210405,05,São João do Sabugi,,,,2412104
241220305,05,São José de Mipibu,,,,2412203
241230205,05,São José do Campestre,,,,2412302
241230210,10,Ipiranga,,,,2412302
241240105,05,São José do Seridó,,,,2412401
241250005,05,São Miguel,,,,2412500
241255905,05,São Miguel do Gostoso,,,,2412559
241260905,05,São Paulo do Potengi,,,,2412609
241270805,05,São Pedro,,,,2412708
241280705,05,São Rafael,,,,2412807
241290605,05,São Tomé,,,,2412906
241300305,05,São Vicente,,,,2413003
241310205,05,Senador Elói de Souza,,,,2413102
241320105,05,Senador Georgino Avelino,,,,2413201
241030605,05,Serra Caiada,,,,2410306
241330005,05,Serra de São Bento,,,,2413300
241335905,05,Serra do Mel,,,,2413359
241340905,05,Serra Negra do Norte,,,,2413409
241350805,05,Serrinha,,,,2413508
241355705,05,Serrinha dos Pintos,,,,2413557
241360705,05,Severiano Melo,,,,2413607
241370605,05,Sítio Novo,,,,2413706
241370610,10,Serra da Tapuia,,,,2413706
241380505,05,Taboleiro Grande,,,,2413805
241390405,05,Taipu,,,,2413904
241390410,10,Gameleira,,,,2413904
241400105,05,Tangará,,,,2414001
241400110,10,Trairi,,,,2414001
241410005,05,Tenente Ananias,,,,2414100
241410010,10,Mata de São Braz,,,,2414100
241415905,05,Tenente Laurentino Cruz,,,,2414159
241105605,05,Tibau,,,,2411056
241420905,05,Tibau do Sul,,,,2414209
241430805,05,Timbaúba dos Batistas,,,,2414308
241440705,05,Touros,,,,2414407
241445605,05,Triunfo Potiguar,,,,2414456
241450605,05,Umarizal,,,,2414506
241460505,05,Upanema,,,,2414605
241470405,05,Várzea,,,,2414704
241475305,05,Venha-Ver,,,,2414753
241480305,05,Vera Cruz,,,,2414803
241490205,05,Viçosa,,,,2414902
241500805,05,Vila Flor,,,,2415008
250010605,05,Água Branca,,,,2500106
250020505,05,Aguiar,,,,2500205
250030405,05,Alagoa Grande,,,,2500304
250040305,05,Alagoa Nova,,,,2500403
250050205,05,Alagoinha,,,,2500502
250053605,05,Alcantil,,,,2500536
250057705,05,Algodão de Jandaíra,,,,2500577
250060105,05,Alhandra,,,,2500601
250073405,05,Amparo,,,,2500734
250077505,05,Aparecida,,,,2500775
250080905,05,Araçagi,,,,2500809
250090805,05,Arara,,,,2500908
250100505,05,Araruna,,,,2501005
250110405,05,Areia,,,,2501104
250110410,10,Cepilho,,,,2501104
250110415,15,Mata Limpa,,,,2501104
250110420,20,Muquém,,,,2501104
250115305,05,Areia de Baraúnas,,,,2501153
250120305,05,Areial,,,,2501203
250130205,05,Aroeiras,,,,2501302
250130220,20,Pedro Velho,,,,2501302
250135105,05,Assunção,,,,2501351
250140105,05,Baía da Traição,,,,2501401
250150005,05,Bananeiras,,,,2501500
250150010,10,Maia,,,,2501500
250150020,20,Taboleiro,,,,2501500
250150030,30,Roma,,,,2501500
250153405,05,Baraúna,,,,2501534
250160905,05,Barra de Santa Rosa,,,,2501609
250157505,05,Barra de Santana,,,,2501575
250170805,05,Barra de São Miguel,,,,2501708
250180705,05,Bayeux,,,,2501807
250190605,05,Belém,,,,2501906
250190610,10,Rua Nova,,,,2501906
250200305,05,Belém do Brejo do Cruz,,,,2502003
250205205,05,Bernardino Batista,,,,2502052
250210205,05,Boa Ventura,,,,2502102
250215105,05,Boa Vista,,,,2502151
250220105,05,Bom Jesus,,,,2502201
250230005,05,Bom Sucesso,,,,2502300
250240905,05,Bonito de Santa Fé,,,,2502409
250240930,30,Viana,,,,2502409
250250805,05,Boqueirão,,,,2502508
250250830,30,Marinho,,,,2502508
250270605,05,Borborema,,,,2502706
250280505,05,Brejo do Cruz,,,,2502805
250290405,05,Brejo dos Santos,,,,2502904
250300105,05,Caaporã,,,,2503001
250300115,15,Cupissura,,,,2503001
250310005,05,Cabaceiras,,,,2503100
250310008,08,Ribeira,,,,2503100
250320905,05,Cabedelo,,,,2503209
250320925,25,Renascer,,,,2503209
250330805,05,Cachoeira dos Índios,,,,2503308
250330810,10,Balanços,,,,2503308
250330815,15,Fátima,,,,2503308
250330820,20,São José de Marimbas,,,,2503308
250340705,05,Cacimba de Areia,,,,2503407
250350605,05,Cacimba de Dentro,,,,2503506
250350610,10,Logradouro de São Francisco,,,,2503506
250355505,05,Cacimbas,,,,2503555
250355510,10,São Sebastião,,,,2503555
250360505,05,Caiçara,,,,2503605
250370405,05,Cajazeiras,,,,2503704
250370410,10,Engenheiro Ávidos,,,,2503704
250375305,05,Cajazeirinhas,,,,2503753
250380305,05,Caldas Brandão,,,,2503803
250390205,05,Camalaú,,,,2503902
250390210,10,Pindurão,,,,2503902
250400905,05,Campina Grande,,,,2504009
250400915,15,Catolé,,,,2504009
250400920,20,Galante,,,,2504009
250400925,25,São José da Mata,,,,2504009
250403305,05,Capim,,,,2504033
250403315,15,Olho D'Água do Serrão,,,,2504033
250407405,05,Caraúbas,,,,2504074
250410805,05,Carrapateira,,,,2504108
250415705,05,Casserengue,,,,2504157
250420705,05,Catingueira,,,,2504207
250420710,10,Itajubatiba,,,,2504207
250430605,05,Catolé do Rocha,,,,2504306
250430610,10,Coronel Maia,,,,2504306
250430625,25,Picos,,,,2504306
250435505,05,Caturité,,,,2504355
250440505,05,Conceição,,,,2504405
250440510,10,Cardoso,,,,2504405
250440515,15,Montevidéo,,,,2504405
250440525,25,Cabaças dos Martins,,,,2504405
250440530,30,Mata Grande,,,,2504405
250450405,05,Condado,,,,2504504
250460305,05,Conde,,,,2504603
250460316,16,Jacumã,,,,2504603
250470205,05,Congo,,,,2504702
250480105,05,Coremas,,,,2504801
250485005,05,Coxixola,,,,2504850
250490005,05,Cruz do Espírito Santo,,,,2504900
250490010,10,Nova Massangana,,,,2504900
250500605,05,Cubati,,,,2505006
250510505,05,Cuité,,,,2505105
250510510,10,Melo,,,,2505105
250523805,05,Cuité de Mamanguape,,,,2505238
250520405,05,Cuitegi,,,,2505204
250527905,05,Curral de Cima,,,,2505279
250530305,05,Curral Velho,,,,2505303
250535205,05,Damião,,,,2505352
250540205,05,Desterro,,,,2505402
250560005,05,Diamante,,,,2505600
250560010,10,Vazante,,,,2505600
250570905,05,Dona Inês,,,,2505709
250580805,05,Duas Estradas,,,,2505808
250590705,05,Emas,,,,2505907
250600405,05,Esperança,,,,2506004
250610305,05,Fagundes,,,,2506103
250620205,05,Frei Martinho,,,,2506202
250625105,05,Gado Bravo,,,,2506251
250630105,05,Guarabira,,,,2506301
250630110,10,Cachoeira,,,,2506301
250640005,05,Gurinhém,,,,2506400
250650905,05,Gurjão,,,,2506509
250660805,05,Ibiara,,,,2506608
250660810,10,Cachoeirinha,,,,2506608
250260705,05,Igaracy,,,,2502607
250670705,05,Imaculada,,,,2506707
250670715,15,Palmeira,,,,2506707
250680605,05,Ingá,,,,2506806
250680607,07,Pontina,,,,2506806
250690505,05,Itabaiana,,,,2506905
250690510,10,Campo Grande,,,,2506905
250690515,15,Guarita,,,,2506905
250700205,05,Itaporanga,,,,2507002
250710105,05,Itapororoca,,,,2507101
250720005,05,Itatuba,,,,2507200
250730905,05,Jacaraú,,,,2507309
250730910,10,Timbó,,,,2507309
250740805,05,Jericó,,,,2507408
250750705,05,João Pessoa,,,,2507507
251365305,05,Joca Claudino,,,,2513653
250760605,05,Juarez Távora,,,,2507606
250770505,05,Juazeirinho,,,,2507705
250780405,05,Junco do Seridó,,,,2507804
250790305,05,Juripiranga,,,,2507903
250800005,05,Juru,,,,2508000
250810905,05,Lagoa,,,,2508109
250820805,05,Lagoa de Dentro,,,,2508208
250830705,05,Lagoa Seca,,,,2508307
250840605,05,Lastro,,,,2508406
250850505,05,Livramento,,,,2508505
250855405,05,Logradouro,,,,2508554
250860405,05,Lucena,,,,2508604
250860415,15,Praia de Fagundes,,,,2508604
250870305,05,Mãe d'Água,,,,2508703
250880205,05,Malta,,,,2508802
250890105,05,Mamanguape,,,,2508901
250890125,25,Pitanga da Estrada,,,,2508901
250900805,05,Manaíra,,,,2509008
250900810,10,Pelo Sinal,,,,2509008
250905705,05,Marcação,,,,2509057
250905710,10,Camurupim,,,,2509057
250910705,05,Mari,,,,2509107
250915605,05,Marizópolis,,,,2509156
250920605,05,Massaranduba,,,,2509206
250930505,05,Mataraca,,,,2509305
250930510,10,Barra de Camaratuba,,,,2509305
250933905,05,Matinhas,,,,2509339
250937005,05,Mato Grosso,,,,2509370
250939605,05,Maturéia,,,,2509396
250940405,05,Mogeiro,,,,2509404
250940420,20,Gameleira,,,,2509404
250950305,05,Montadas,,,,2509503
250960205,05,Monte Horebe,,,,2509602
250970105,05,Monteiro,,,,2509701
250980005,05,Mulungu,,,,2509800
250980010,10,Leal-Lândia,,,,2509800
250990905,05,Natuba,,,,2509909
250990910,10,Pirauá,,,,2509909
251000605,05,Nazarezinho,,,,2510006
251010505,05,Nova Floresta,,,,2510105
251020405,05,Nova Olinda,,,,2510204
251030305,05,Nova Palmeira,,,,2510303
251040205,05,Olho d'Água,,,,2510402
251040230,30,Socorro,,,,2510402
251050105,05,Olivedos,,,,2510501
251060005,05,Ouro Velho,,,,2510600
251065905,05,Parari,,,,2510659
251070905,05,Passagem,,,,2510709
251080805,05,Patos,,,,2510808
251080810,10,Santa Gertrudes,,,,2510808
251090705,05,Paulista,,,,2510907
251090707,07,Ipueiras,,,,2510907
251090710,10,Mimoso,,,,2510907
251100405,05,Pedra Branca,,,,2511004
251110305,05,Pedra Lavrada,,,,2511103
251120205,05,Pedras de Fogo,,,,2511202
251272105,05,Pedro Régis,,,,2512721
251130105,05,Piancó,,,,2511301
251140005,05,Picuí,,,,2511400
251150905,05,Pilar,,,,2511509
251160805,05,Pilões,,,,2511608
251170705,05,Pilõezinhos,,,,2511707
251180605,05,Pirpirituba,,,,2511806
251190505,05,Pitimbu,,,,2511905
251200205,05,Pocinhos,,,,2512002
251200210,10,Nazaré,,,,2512002
251203605,05,Poço Dantas,,,,2512036
251207705,05,Poço de José de Moura,,,,2512077
251210105,05,Pombal,,,,2512101
251210115,15,Várzea Comprida,,,,2512101
251220005,05,Prata,,,,2512200
251230905,05,Princesa Isabel,,,,2512309
251240805,05,Puxinanã,,,,2512408
251250705,05,Queimadas,,,,2512507
251260605,05,Quixaba,,,,2512606
251270505,05,Remígio,,,,2512705
251274705,05,Riachão,,,,2512747
251275405,05,Riachão do Bacamarte,,,,2512754
251276205,05,Riachão do Poço,,,,2512762
251278805,05,Riacho de Santo Antônio,,,,2512788
251280405,05,Riacho dos Cavalos,,,,2512804
251290305,05,Rio Tinto,,,,2512903
251290307,07,Barra do Mamanguape,,,,2512903
251290320,20,Salema,,,,2512903
251300005,05,Salgadinho,,,,2513000
251300030,30,São José da Batalha,,,,2513000
251310905,05,Salgado de São Félix,,,,2513109
251310907,07,Dois Riachos,,,,2513109
251310908,08,Feira Nova,,,,2513109
251315805,05,Santa Cecília,,,,2513158
251320805,05,Santa Cruz,,,,2513208
251330705,05,Santa Helena,,,,2513307
251335605,05,Santa Inês,,,,2513356
251340605,05,Santa Luzia,,,,2513406
251370305,05,Santa Rita,,,,2513703
251370310,10,Nossa Senhora do Livramento,,,,2513703
251380205,05,Santa Teresinha,,,,2513802
251350505,05,Santana de Mangueira,,,,2513505
251360405,05,Santana dos Garrotes,,,,2513604
251360420,20,Pitombeira de Dentro,,,,2513604
251385105,05,Santo André,,,,2513851
251392705,05,São Bentinho,,,,2513927
251390105,05,São Bento,,,,2513901
251396805,05,São Domingos,,,,2513968
251394305,05,São Domingos do Cariri,,,,2513943
251398405,05,São Francisco,,,,2513984
251400805,05,São João do Cariri,,,,2514008
250070005,05,São João do Rio do Peixe,,,,2500700
250070015,15,Umari,,,,2500700
251410705,05,São João do Tigre,,,,2514107
251410710,10,Santa Maria,,,,2514107
251420605,05,São José da Lagoa Tapada,,,,2514206
251430505,05,São José de Caiana,,,,2514305
251440405,05,São José de Espinharas,,,,2514404
251450305,05,São José de Piranhas,,,,2514503
251450310,10,Bom Jesus,,,,2514503
251455205,05,São José de Princesa,,,,2514552
251460205,05,São José do Bonfim,,,,2514602
251465105,05,São José do Brejo do Cruz,,,,2514651
251470105,05,São José do Sabugi,,,,2514701
251480005,05,São José dos Cordeiros,,,,2514800
251445305,05,São José dos Ramos,,,,2514453
251490905,05,São Mamede,,,,2514909
251500505,05,São Miguel de Taipu,,,,2515005
251510405,05,São Sebastião de Lagoa de Roça,,,,2515104
251520305,05,São Sebastião do Umbuzeiro,,,,2515203
251540105,05,Seridó,,,,2515401
251540110,10,São Vicente do Seridó,,,,2515401
251530205,05,Sapé,,,,2515302
251530220,20,Renascença,,,,2515302
251550005,05,Serra Branca,,,,2515500
251550015,15,Santa Luzia do Cariri,,,,2515500
251550020,20,Sucuru,,,,2515500
251560905,05,Serra da Raiz,,,,2515609
251570805,05,Serra Grande,,,,2515708
251580705,05,Serra Redonda,,,,2515807
251590605,05,Serraria,,,,2515906
251593005,05,Sertãozinho,,,,2515930
251597105,05,Sobrado,,,,2515971
251600305,05,Solânea,,,,2516003
251610205,05,Soledade,,,,2516102
251610210,10,Bom Sucesso,,,,2516102
251615105,05,Sossêgo,,,,2516151
251620105,05,Sousa,,,,2516201
251630005,05,Sumé,,,,2516300
251630015,15,Pio X,,,,2516300
251640905,05,Tacima,,,,2516409
251650805,05,Taperoá,,,,2516508
251660705,05,Tavares,,,,2516607
251670605,05,Teixeira,,,,2516706
251675505,05,Tenório,,,,2516755
251680505,05,Triunfo,,,,2516805
251690405,05,Uiraúna,,,,2516904
251700105,05,Umbuzeiro,,,,2517001
251700110,10,Mata Virgem,,,,2517001
251710005,05,Várzea,,,,2517100
251720905,05,Vieirópolis,,,,2517209
250550105,05,Vista Serrana,,,,2505501
251740705,05,Zabelê,,,,2517407
260005405,05,Abreu e Lima,,,,2600054
260005410,10,Distrito Industrial,,,,2600054
260010405,05,Afogados da Ingazeira,,,,2600104
260020305,05,Afrânio,,,,2600203
260020310,10,Arizona,,,,2600203
260020315,15,Cachoeira do Roberto,,,,2600203
260020320,20,Poção de Afrânio,,,,2600203
260030205,05,Agrestina,,,,2600302
260030210,10,Barra do Chata,,,,2600302
260030215,15,Barra do Jardim,,,,2600302
260040105,05,Água Preta,,,,2600401
260040110,10,Santa Terezinha,,,,2600401
260050005,05,Águas Belas,,,,2600500
260050010,10,Curral Novo,,,,2600500
260060905,05,Alagoinha,,,,2600609
260060910,10,Perpétuo Socorro,,,,2600609
260070805,05,Aliança,,,,2600708
260070810,10,Macujê,,,,2600708
260070815,15,Tupaoca,,,,2600708
260070820,20,Upatininga,,,,2600708
260080705,05,Altinho,,,,2600807
260080710,10,Ituguaçu,,,,2600807
260090605,05,Amaraji,,,,2600906
260100305,05,Angelim,,,,2601003
260105205,05,Araçoiaba,,,,2601052
260110205,05,Araripina,,,,2601102
260110208,08,Gergelim,,,,2601102
260110210,10,Lagoa do Barro,,,,2601102
260110215,15,Morais,,,,2601102
260110220,20,Nascente,,,,2601102
260110225,25,Bom Jardim do Araripe,,,,2601102
260110230,30,Serrânia,,,,2601102
260120105,05,Arcoverde,,,,2601201
260130005,05,Barra de Guabiraba,,,,2601300
260140905,05,Barreiros,,,,2601409
260140910,10,Carimã,,,,2601409
260150805,05,Belém de Maria,,,,2601508
260150810,10,Batateira,,,,2601508
260160705,05,Belém de São Francisco,,,,2601607
260160710,10,Ibó,,,,2601607
260160715,15,Riacho Pequeno,,,,2601607
260170605,05,Belo Jardim,,,,2601706
260170610,10,Água Fria,,,,2601706
260170615,15,Serra do Vento,,,,2601706
260170620,20,Xucuru,,,,2601706
260180505,05,Betânia,,,,2601805
260180510,10,São Caetano do Navio,,,,2601805
260190405,05,Bezerros,,,,2601904
260190410,10,Boas Novas,,,,2601904
260190415,15,Sapucarana,,,,2601904
260200105,05,Bodocó,,,,2602001
260200110,10,Claranã,,,,2602001
260200115,15,Feitoria,,,,2602001
260210005,05,Bom Conselho,,,,2602100
260210010,10,Barra do Brejo,,,,2602100
260210015,15,Caldeirões,,,,2602100
260210020,20,Lagoa de São José,,,,2602100
260210025,25,Rainha Isabel,,,,2602100
260220905,05,Bom Jardim,,,,2602209
260220910,10,Bizarra,,,,2602209
260220913,13,Encruzilhada,,,,2602209
260220915,15,Tamboatá,,,,2602209
260220920,20,Umari,,,,2602209
260230805,05,Bonito,,,,2602308
260230810,10,Bentevi,,,,2602308
260230815,15,Alto Bonito,,,,2602308
260240705,05,Brejão,,,,2602407
260250605,05,Brejinho,,,,2602506
260260505,05,Brejo da Madre de Deus,,,,2602605
260260507,07,Barra do Farias,,,,2602605
260260510,10,Fazenda Nova,,,,2602605
260260520,20,Mandaçaia,,,,2602605
260260530,30,São Domingos,,,,2602605
260270405,05,Buenos Aires,,,,2602704
260280305,05,Buíque,,,,2602803
260280310,10,Carneiro,,,,2602803
260280315,15,Catimbau,,,,2602803
260280320,20,Guanumbi,,,,2602803
260290205,05,Cabo de Santo Agostinho,,,,2602902
260290210,10,Juçaral,,,,2602902
260290215,15,Ponte dos Carvalhos,,,,2602902
260290220,20,Santo Agostinho,,,,2602902
260300905,05,Cabrobó,,,,2603009
260310805,05,Cachoeirinha,,,,2603108
260310810,10,Cabanas,,,,2603108
260320705,05,Caetés,,,,2603207
260330605,05,Calçado,,,,2603306
260340505,05,Calumbi,,,,2603405
260345405,05,Camaragibe,,,,2603454
260350405,05,Camocim de São Félix,,,,2603504
260360305,05,Camutanga,,,,2603603
260370205,05,Canhotinho,,,,2603702
260370210,10,Olho d'Água de Dentro,,,,2603702
260370215,15,Paquevira,,,,2603702
260380105,05,Capoeiras,,,,2603801
260390005,05,Carnaíba,,,,2603900
260390010,10,Ibitiranga,,,,2603900
260392605,05,Carnaubeira da Penha,,,,2603926
260400705,05,Carpina,,,,2604007
260410605,05,Caruaru,,,,2604106
260410610,10,Carapotós,,,,2604106
260410615,15,Gonçalves Ferreira,,,,2604106
260410620,20,Lajedo do Cedro,,,,2604106
260415505,05,Casinhas,,,,2604155
260420505,05,Catende,,,,2604205
260420510,10,Laje Grande,,,,2604205
260430405,05,Cedro,,,,2604304
260440305,05,Chã de Alegria,,,,2604403
260450205,05,Chã Grande,,,,2604502
260460105,05,Condado,,,,2604601
260470005,05,Correntes,,,,2604700
260470010,10,Poço Comprido,,,,2604700
260480905,05,Cortês,,,,2604809
260490805,05,Cumaru,,,,2604908
260490810,10,Ameixas,,,,2604908
260500405,05,Cupira,,,,2605004
260500410,10,Laje de São José,,,,2605004
260510305,05,Custódia,,,,2605103
260510310,10,Maravilha,,,,2605103
260510315,15,Quitimbu,,,,2605103
260515205,05,Dormentes,,,,2605152
260515210,10,Caatinga Grande,,,,2605152
260515215,15,Lagoa de Fora,,,,2605152
260515218,18,Lagoas,,,,2605152
260515220,20,Monte Orebe,,,,2605152
260520205,05,Escada,,,,2605202
260520210,10,Frexeiras,,,,2605202
260530105,05,Exu,,,,2605301
260530110,10,Tabocas,,,,2605301
260530115,15,Timorante,,,,2605301
260530120,20,Viração,,,,2605301
260530125,25,Zé Gomes,,,,2605301
260540005,05,Feira Nova,,,,2605400
260545905,05,Fernando de Noronha,,,,2605459
260550905,05,Ferreiros,,,,2605509
260560805,05,Flores,,,,2605608
260560808,08,Fátima,,,,2605608
260560810,10,Sítio dos Nunes,,,,2605608
260570705,05,Floresta,,,,2605707
260570710,10,Airi,,,,2605707
260570720,20,Nazaré do Pico,,,,2605707
260580605,05,Frei Miguelinho,,,,2605806
260580610,10,Lagoa de João Carlos,,,,2605806
260590505,05,Gameleira,,,,2605905
260590510,10,Cuiambuca,,,,2605905
260590515,15,José da Costa,,,,2605905
260600205,05,Garanhuns,,,,2606002
260600210,10,Iratama,,,,2606002
260600215,15,São Pedro,,,,2606002
260600220,20,Miracica,,,,2606002
260610105,05,Glória do Goitá,,,,2606101
260610110,10,Apoti,,,,2606101
260620005,05,Goiana,,,,2606200
260620010,10,Ponta de Pedras,,,,2606200
260620015,15,Tejucopapo,,,,2606200
260630905,05,Granito,,,,2606309
260640805,05,Gravatá,,,,2606408
260640810,10,Mandacaru,,,,2606408
260640815,15,Uruçu-Mirim,,,,2606408
260650705,05,Iati,,,,2606507
260660605,05,Ibimirim,,,,2606606
260660610,10,Moxotó,,,,2606606
260670505,05,Ibirajuba,,,,2606705
260680405,05,Igarassu,,,,2606804
260680420,20,Nova Cruz,,,,2606804
260680425,25,Três Ladeiras,,,,2606804
260690305,05,Iguaracy,,,,2606903
260690310,10,Irajaí,,,,2606903
260690315,15,Jabitacá,,,,2606903
260760405,05,Ilha de Itamaracá,,,,2607604
260700005,05,Inajá,,,,2607000
260710905,05,Ingazeira,,,,2607109
260720805,05,Ipojuca,,,,2607208
260720810,10,Camela,,,,2607208
260720815,15,Nossa Senhora do Ó,,,,2607208
260730705,05,Ipubi,,,,2607307
260730710,10,Serra Branca,,,,2607307
260730715,15,Serrolândia,,,,2607307
260740605,05,Itacuruba,,,,2607406
260750505,05,Itaíba,,,,2607505
260750515,15,Negras,,,,2607505
260765305,05,Itambé,,,,2607653
260765310,10,Caricé,,,,2607653
260765315,15,Ibiranga,,,,2607653
260770305,05,Itapetim,,,,2607703
260770310,10,São Vicente,,,,2607703
260775205,05,Itapissuma,,,,2607752
260780205,05,Itaquitinga,,,,2607802
260790105,05,Jaboatão dos Guararapes,,,,2607901
