id_subdistrito,codigo_sub_distrito,nome,geo_latitude,geo_longitude,geo_altitude,fk_id_distrito
11002050507,11002050507,Zona 02,,,,110020505
11002050508,11002050508,Zona 03,,,,110020505
11002050509,11002050509,Zona 04,,,,110020505
11002050510,11002050510,Zona 05,,,,110020505
41152000501,41152000501,Zona 1,,,,411520005
41043030501,41043030501,Zona 1,,,,410430305
41152000510,41152000510,Zona 10,,,,411520005
41152000511,41152000511,Zona 11,,,,411520005
41152000512,41152000512,Zona 12,,,,411520005
41152000513,41152000513,Zona 13,,,,411520005
41152000514,41152000514,Zona 14,,,,411520005
41152000515,41152000515,Zona 15,,,,411520005
41152000517,41152000517,Zona 17,,,,411520005
41152000518,41152000518,Zona 18,,,,411520005
41152000519,41152000519,Zona 19,,,,411520005
41043030502,41043030502,Zona 2,,,,410430305
41152000502,41152000502,Zona 2,,,,411520005
41152000520,41152000520,Zona 20,,,,411520005
41152000521,41152000521,Zona 21,,,,411520005
41152000522,41152000522,Zona 22,,,,411520005
41152000523,41152000523,Zona 23,,,,411520005
41152000524,41152000524,Zona 24,,,,411520005
41152000525,41152000525,Zona 25,,,,411520005
41152000526,41152000526,Zona 26,,,,411520005
41152000527,41152000527,Zona 27,,,,411520005
41152000528,41152000528,Zona 28,,,,411520005
41152000529,41152000529,Zona 29,,,,411520005
41152000503,41152000503,Zona 3,,,,411520005
41043030503,41043030503,Zona 3,,,,410430305
41152000530,41152000530,Zona 30,,,,411520005
41152000531,41152000531,Zona 31,,,,411520005
41152001533,41152001533,Zona 33,,,,411520015
41152001034,41152001034,Zona 34,,,,411520010
41152000535,41152000535,Zona 35,,,,411520005
41152000536,41152000536,Zona 36,,,,411520005
41152000537,41152000537,Zona 37,,,,411520005
41152000538,41152000538,Zona 38,,,,411520005
41152000539,41152000539,Zona 39,,,,411520005
41152000504,41152000504,Zona 4,,,,411520005
41043030504,41043030504,Zona 4,,,,410430305
41152000540,41152000540,Zona 40,,,,411520005
41152000541,41152000541,Zona 41,,,,411520005
41152000542,41152000542,Zona 42,,,,411520005
41152000543,41152000543,Zona 43,,,,411520005
41152000544,41152000544,Zona 44,,,,411520005
41152000545,41152000545,Zona 45,,,,411520005
41152000546,41152000546,Zona 46,,,,411520005
41152000547,41152000547,Zona 47,,,,411520005
41152000548,41152000548,Zona 48,,,,411520005
41043030505,41043030505,Zona 5,,,,410430305
41152000505,41152000505,Zona 5,,,,411520005
41152000506,41152000506,Zona 6,,,,411520005
41152000507,41152000507,Zona 7,,,,411520005
41152000508,41152000508,Zona 8,,,,411520005
41152000509,41152000509,Zona 9,,,,411520005
43004060506,43004060506,Zona Central,,,,430040605
41152000550,41152000550,Zona Central,,,,411520005
43004060507,43004060507,Zona da Coxilha ou Cidade Alta,,,,430040605
43004060510,43004060510,Zona Leste,,,,430040605
43004060508,43004060508,Zona Norte,,,,430040605
43004060511,43004060511,Zona Oeste,,,,430040605
43004060509,43004060509,Zona Sul,,,,430040605
